#Name	Accession	Description	Length	Related
AChE_tetra	PF08674.13	Acetylcholinesterase tetramerisation domain	35	No
zf-ACC	PF17848.4	Acetyl-coA carboxylase zinc finger domain	26	No
Acyl_CoA_thio	PF02551.18	Acyl-CoA thioesterase	132	No
Acyl-CoA_ox_N	PF14749.9	Acyl-coenzyme A oxidase N-terminal	125	No
Acyltransferase	PF01553.24	Acyltransferase	135	No
ADAM_CR	PF08516.15	ADAM cysteine-rich	116	No
Adeno_hexon	PF01065.22	"Hexon, adenovirus major coat protein, N-terminal domain"	586	No
Adeno_hexon_C	PF03678.17	"Hexon, adenovirus major coat protein, C-terminal domain"	241	No
Adeno_IVa2	PF02456.18	Adenovirus IVa2 protein	370	No
Adeno_knob	PF00541.20	Adenoviral fibre protein (knob domain)	193	No
Adeno_L433K_22K	PF11081.11	Adenovirus L4-33K/L4-22K	168	No
Adeno_Penton_B	PF01686.20	Adenovirus penton base protein	461	No
ADAMTS_CR_3	PF19236.2	ADAMTS cysteine-rich domain	115	No
Adeno_PV	PF03910.16	Adenovirus minor core protein PV	355	No
Adeno_PVIII	PF01310.21	"Adenovirus hexon associated protein, protein VIII"	216	No
ACAS_N	PF16177.8	Acetyl-coenzyme A synthetase N-terminus	55	No
Acetyltransf_7	PF13508.10	Acetyltransferase (GNAT) domain	80	No
Adeno_terminal	PF02459.18	Adenoviral DNA terminal protein	557	No
ADAMTS_spacer1	PF05986.17	ADAM-TS Spacer 1	115	No
AP4E_app_platf	PF14807.9	Adaptin AP4 complex epsilon appendage platform	100	No
Adenylate_cycl	PF01295.21	"Adenylate cyclase, class-I"	601	No
Adenylsucc_synt	PF00709.24	Adenylosuccinate synthetase	415	No
Adenyl_cycl_N	PF12633.10	Adenylate cyclase NT domain	199	No
Adenyl_transf	PF04439.15	Streptomycin adenylyltransferase	279	No
AdeT1_2	PF19582.2	Solute-binding protein AdeT 1/2	392	No
AdHead_fibreRBD	PF16812.8	C-terminal head domain of the fowl adenovirus type 1 long fibre	201	No
Alpha_adaptinC2	PF02883.23	Adaptin C-terminal domain	111	No
Adeno_VII	PF03228.17	Adenoviral core protein VII	122	No
Adeno_E3_15_3	PF03307.17	Adenovirus 15.3kD protein in E3 region	117	No
Adeno_E1B_19K	PF01691.19	Adenovirus E1B 19K protein / small t-antigen	135	No
Adeno_E3	PF06040.14	Adenovirus E3 protein	127	No
Adeno_E3A	PF05248.15	Adenovirus E3A	104	No
Adeno_E4_34	PF04528.16	Adenovirus early E4 34 kDa protein conserved region	145	No
Asr	PF06392.14	Acid shock protein repeat	21	No
adh_short	PF00106.28	short chain dehydrogenase	195	No
adh_short_C2	PF13561.9	Enoyl-(Acyl carrier protein) reductase	234	No
Adeno_GP19K	PF04881.16	Adenovirus GP19K	132	No
Adeno_PIX	PF03955.17	Adenovirus hexon-associated protein (IX)	110	No
ADI	PF02274.20	Arginine deiminase	377	No
ADIP	PF11559.11	Afadin- and alpha -actinin-Binding	152	No
SCNM1_acidic	PF15805.8	Acidic C-terminal region of sodium channel modifier 1 SCNM1	47	No
SPT6_acidic	PF14632.9	Acidic N-terminal SPT6	89	No
ADK	PF00406.25	Adenylate kinase	151	No
AcnX_swivel_put	PF01989.19	Aconitase X swivel domain	80	No
ADNP_N	PF19627.2	Activity-dependent neuroprotector homeobox protein N-terminal	752	No
AdoHcyase	PF05221.20	S-adenosyl-L-homocysteine hydrolase	299	No
AdoHcyase_NAD	PF00670.24	"S-adenosyl-L-homocysteine hydrolase, NAD binding domain"	162	No
ACT	PF01842.28	ACT domain	66	No
Adcy_cons_dom	PF06327.17	"Adenylate cyclase, conserved domain"	100	No
AdenylateSensor	PF16579.8	Adenylate sensor of SNF1-like protein kinase	118	No
AdoMet_Synthase	PF01941.22	S-adenosylmethionine synthetase (AdoMet synthetase)	395	No
ADPrib_exo_Tox	PF03496.17	ADP-ribosyltransferase exoenzyme	197	No
ADPRTs_Tse2	PF18648.4	Tse2 ADP-ribosyltransferase toxins	155	No
ADP_PFK_GK	PF04587.18	ADP-specific Phosphofructokinase/Glucokinase conserved region	427	No
ADP_ribosyl_GH	PF03747.17	ADP-ribosylglycohydrolase	292	No
ACT_3	PF10000.12	ACT domain	70	No
ADYC	PF20032.2	ADYC domain	180	No
ACT_4	PF13291.9	ACT domain	80	No
Ad_Cy_reg	PF16701.8	Adenylate cyclase regulatory domain	186	No
ASL_C	PF08328.14	Adenylosuccinate lyase C-terminal	115	No
AEP1	PF17049.8	ATPase expression protein 1	395	No
Aerolysin	PF01117.23	Aerolysin toxin	365	No
AF-4	PF05110.16	AF-4 proto-oncoprotein N-terminal region	514	No
AF-4_C	PF18876.3	AF-4 proto-oncoprotein C-terminal region	264	No
AGS_C	PF18134.4	Adenylyl/Guanylyl and SMODS C-terminal sensor domain	128	No
ACT_5	PF13710.9	ACT domain	62	No
ACT_6	PF13740.9	ACT domain	76	No
ACT_7	PF13840.9	ACT domain	65	No
BspA_v	PF18220.4	Adhesin BspA variable domain	150	No
Afaf	PF15339.9	Acrosome formation-associated factor	198	No
AFG1_ATPase	PF03969.19	AFG1-like ATPase	361	No
Lipoprotein_7	PF01540.19	Adhesin lipoprotein	112	No
Adhesin_P1_N	PF18652.4	Adhesin P1 N-terminal domain	106	No
AFOR_C	PF01314.21	"Aldehyde ferredoxin oxidoreductase, domains 2 & 3"	382	No
AFOR_N	PF02730.18	"Aldehyde ferredoxin oxidoreductase, N-terminal domain"	199	No
ACTH_assoc	PF16102.8	ACTH-associated domain	28	No
SCAB-ABD	PF16711.8	Actin-binding domain of plant-specific actin-binding protein	43	No
InvE_AD	PF05689.14	Adhesion domain	136	No
Adhes-Ig_like	PF09085.13	"Adhesion molecule, immunoglobulin-like"	110	No
ACTL7A_N	PF16840.8	Actin-like protein 7A N-terminus	65	No
AID	PF18767.4	Activation induced deaminase	90	No
Harakiri	PF15196.9	Activator of apoptosis harakiri	92	No
AftA_C	PF12249.11	Arabinofuranosyltransferase A C terminal	176	No
AftA_N	PF12250.11	Arabinofuranosyltransferase N terminal	427	No
Zds_C	PF08632.13	Activator of mitotic machinery Cdc14 phosphatase activation C-term	52	No
Activin_recp	PF01064.26	Activin types I and II receptor domain	82	No
Agarase_CBM	PF17992.4	Agarase CBM like domain	182	No
ACBP	PF00887.22	Acyl CoA binding protein	82	No
Agglutinin	PF07468.14	Agglutinin domain	153	No
PP-binding_2	PF14573.9	Acyl-carrier	96	No
ART-PolyVal	PF18760.4	ADP-Ribosyltransferase in polyvalent proteins	140	No
AgI_II_C2	PF17998.4	Cell surface antigen I/II C2 terminal domain	167	No
AGK_C	PF19712.2	Acylglycerol kinase C-terminal	215	No
ACC_epsilon	PF13822.9	Acyl-CoA carboxylase epsilon subunit	61	No
AcylCoA_DH_N	PF12418.11	Acyl-CoA dehydrogenase N terminal	32	No
AGOG	PF09171.13	N-glycosylase/DNA lyase	248	No
Acyl-CoA_dh_M	PF02770.22	"Acyl-CoA dehydrogenase, middle domain"	97	No
Ago_hook	PF10427.12	Argonaute hook	169	No
TetR_C_7	PF14246.9	"AefR-like transcriptional repressor, C-terminal domain"	119	No
Acylphosphatase	PF00708.21	Acylphosphatase	85	No
Acyltransf_C	PF16076.8	Acyltransferase C-terminus	74	No
aGPT-Pplase1	PF18723.4	alpha-glutamyl/putrescinyl thymine pyrophosphorylase clade 1	281	No
aGPT-Pplase2	PF18724.4	Alpha-glutamyl/putrescinyl thymine pyrophosphorylase clade 2	231	No
aGPT-Pplase3	PF18746.4	Alpha-glutamyl/putrescinyl thymine pyrophosphorylase clade 3	279	No
AgrB	PF04647.18	Accessory gene regulator B	183	No
AGRB_N	PF19188.3	Adhesion GPCR B N-terminal region	177	No
ADAMTS_CR_2	PF17771.4	ADAMTS cysteine-rich domain 2	70	No
Agro_virD5	PF04730.15	Agrobacterium VirD5 protein	671	No
Aegerolysin	PF06355.16	Aegerolysin	131	No
AGT	PF11440.11	DNA alpha-glucosyltransferase	355	No
AF0941-like	PF14591.9	AF0941-like	113	No
AfsA	PF03756.16	A-factor biosynthesis hotdog domain	133	No
APC_rep	PF18797.4	Adenomatous polyposis coli (APC) repeat	76	No
AflR	PF08493.13	Aflatoxin regulatory protein	101	No
NtA	PF03146.18	Agrin NtA domain	116	No
AHL_synthase	PF17327.5	Acyl homoserine lactone synthase	376	No
AhpC-TSA_2	PF13911.9	AhpC/TSA antioxidant enzyme	113	No
AhpC-TSA	PF00578.24	AhpC/TSA family	124	No
Aida_N	PF08910.13	Aida N-terminus	103	No
Suppressor_APC	PF11414.11	Adenomatous polyposis coli tumour suppressor protein	82	No
AI-2E_transport	PF01594.19	AI-2E family transporter	327	No
AIB	PF15334.9	Aurora kinase A and ninein interacting protein	324	No
AICARFT_IMPCHas	PF01808.21	AICARFT/IMPCHase bienzyme	310	No
z-alpha	PF02295.20	Adenosine deaminase z-alpha domain	67	No
A_deaminase_N	PF08451.14	Adenosine/AMP deaminase N-terminal	95	No
AIRC	PF00731.23	AIR carboxylase	148	No
AIRS	PF00586.27	"AIR synthase related protein, N-terminal domain"	107	No
AidB_N	PF18158.4	Adaptive response protein AidB N-terminal domain	156	No
AIF-MLS	PF14962.9	Mitochondria Localisation Sequence	192	No
AKAP95	PF04988.15	A-kinase anchoring protein 95 (AKAP95)	136	No
AIG1	PF04548.19	AIG1 family	212	No
APS-reductase_C	PF12139.11	Adenosine-5'-phosphosulfate reductase beta subunit	82	No
Ail_Lom	PF06316.14	Enterobacterial Ail/Lom protein	199	No
AlaDh_PNT_N	PF05222.18	"Alanine dehydrogenase/PNT, N-terminal domain"	135	No
Aim21	PF11489.11	Altered inheritance of mitochondria protein 21	725	No
AIM24	PF01987.20	Mitochondrial biogenesis AIM24	202	No
Adeno_shaft	PF00608.20	Adenoviral fibre protein (repeat/shaft region)	44	No
Adeno_E1B_55K_N	PF04623.15	Adenovirus E1B protein N-terminus	71	No
Adeno_E3_CR1	PF02440.18	Adenovirus E3 region protein CR1	95	No
AIP3	PF03915.16	Actin interacting protein 3	408	No
AIPR	PF10592.12	AIPR protein	294	No
Ala_racemase_C	PF00842.24	"Alanine racemase, C-terminal domain"	125	No
Alb1	PF09135.14	Alb1	106	No
AIRS_C	PF02769.25	"AIR synthase related protein, C-terminal domain"	156	No
AJAP1_PANP_C	PF15298.9	AJAP1/PANP C-terminus	204	No
ADH_N	PF08240.15	Alcohol dehydrogenase GroES-like domain	109	No
AKAP2_C	PF15304.9	A-kinase anchor protein 2 C-terminus	341	No
AKAP7_NLS	PF10469.12	AKAP7 2'5' RNA ligase-like domain	207	No
Adeno_E3_CR2	PF02439.18	Adenovirus E3 region protein CR2	38	No
Ald_Xan_dh_C	PF01315.25	"Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain"	110	No
AKAP_110	PF05716.16	A-kinase anchor protein 110 kDa (AKAP 110)	692	No
Adeno_E3B	PF03376.17	Adenovirus E3B protein	67	No
ALAD	PF00490.24	Delta-aminolevulinic acid dehydratase	317	No
AlaDh_PNT_C	PF01262.24	"Alanine dehydrogenase/PNT, C-terminal domain"	214	No
RraA-like	PF03737.18	Aldolase/RraA	150	No
Alfin	PF12165.11	Alfin	127	No
Adeno_PX	PF05829.15	Adenovirus late L2 mu core protein (Protein X)	42	No
AlkA_N	PF06029.14	AlkA N-terminal domain	116	No
Ala_racemase_N	PF01168.23	"Alanine racemase, N-terminal domain"	219	No
Alkyl_sulf_C	PF14864.9	Alkyl sulfatase C-terminal	126	No
CAP_N	PF01213.22	Adenylate cyclase associated (CAP) N terminal	78	No
Alkyl_sulf_dimr	PF14863.9	Alkyl sulfatase dimerisation	139	No
Ad_cyc_g-alpha	PF08509.14	Adenylate cyclase G-alpha binding domain	49	No
ADK_lid	PF05191.17	"Adenylate kinase, active site lid"	36	No
ALC	PF17527.5	Phage ALC protein	167	No
ADSL_C	PF10397.12	Adenylosuccinate lyase C-terminus	77	No
Aldedh	PF00171.25	Aldehyde dehydrogenase family	462	No
Aldolase	PF01081.22	KDPG and KHG aldolase	196	No
Aldolase_II	PF00596.24	Class II Aldolase and Adducin N-terminal domain	186	No
Aldose_epim	PF01263.23	Aldose 1-epimerase	301	No
Aldo_ket_red	PF00248.24	Aldo/keto reductase family	292	No
Ald_deCOase	PF11266.11	Long-chain fatty aldehyde decarbonylase	218	No
MerB	PF03243.18	Alkylmercury lyase	126	No
PapB	PF03333.16	Adhesin biosynthesis transcription regulatory protein	91	No
Allantoicase	PF03561.18	Allantoicase repeat	148	No
ALG11_N	PF15924.8	ALG11 mannosyltransferase N-terminus	209	No
Alg14	PF08660.14	Oligosaccharide biosynthesis protein Alg14 like	175	No
ALG3	PF05208.16	ALG3 protein	358	No
Alg6_Alg8	PF03155.18	"ALG6, ALG8 glycosyltransferase family"	485	No
AlgF	PF11182.11	Alginate O-acetyl transferase AlgF	178	No
Alginate_exp	PF13372.9	Alginate export	395	No
Alginate_lyase	PF05426.15	Alginate lyase	272	No
Alginate_lyase2	PF08787.14	Alginate lyase	236	No
ALGX	PF16822.8	"SGNH hydrolase-like domain, acetyltransferase AlgX"	268	No
ALIX_LYPXL_bnd	PF13949.9	ALIX V-shaped domain binding to HIV	295	No
AOC_like	PF18678.4	Allene oxide cyclase barrel like domain	122	No
AIDA	PF16168.8	"Adhesin of bacterial autotransporter system, probable stalk"	63	No
ALMS_motif	PF15309.9	ALMS motif	136	No
ALOG_dom	PF04852.15	ALOG domain	126	No
Alk_phosphatase	PF00245.23	Alkaline phosphatase	418	No
Gb3_synth	PF04572.15	"Alpha 1,4-glycosyltransferase conserved region"	131	No
FadA	PF09403.13	Adhesion protein FadA	99	No
Allene_ox_cyc	PF06351.14	Allene oxide cyclase	175	No
Allexi_40kDa	PF05549.14	Allexivirus 40kDa protein	271	No
Alliinase_C	PF04864.16	Allinase	363	No
Alpha_adaptin_C	PF02296.19	"Alpha adaptin AP2, C-terminal domain"	113	No
Adipogenin	PF15202.9	Adipogenin	79	No
ALMT	PF11744.11	Aluminium activated malate transporter	408	No
ALO	PF04030.17	"D-arabinono-1,4-lactone oxidase"	264	No
Alpha-amylase_N	PF02903.17	"Alpha amylase, N-terminal ig-like domain"	120	No
Alpha-2-MRAP_C	PF06401.14	"Alpha-2-macroglobulin RAP, C-terminal domain"	212	No
Adaptin_binding	PF10199.12	Alpha and gamma adaptin binding protein p34	123	No
Alpha-amylase	PF00128.27	"Alpha amylase, catalytic domain"	336	No
Adipokin_hormo	PF06377.14	Adipokinetic hormone	51	No
AlphaC_N	PF08829.13	Alpha C protein N terminal	106	No
ARL17	PF15840.8	ADP-ribosylation factor-like protein 17	62	No
APT	PF03440.17	Aerolysin/Pertussis toxin (APT) domain	87	No
BatA	PF07584.14	Aerotolerance regulator N-terminal	77	No
Alpha-E	PF04168.15	A predicted alpha-helical domain with a conserved ER motif.	292	No
alpha-hel2	PF14456.9	Alpha-helical domain 2	303	No
Alpha-L-AF_C	PF06964.15	Alpha-L-arabinofuranosidase C-terminal domain	168	No
AF2212-like	PF01954.19	AF2212-like	59	No
Alpha_Helical	PF18489.4	Alpha helical domain	127	No
AF2331-like	PF14556.9	AF2331-like	91	No
DUF1400	PF07176.14	Alpha/beta hydrolase of unknown function (DUF1400)	127	No
A2M_BRD	PF07703.17	Alpha-2-macroglobulin bait region domain	138	No
Alpha_E1_glycop	PF01589.19	Alphavirus E1 glycoprotein	504	No
Alpha_E2_glycop	PF00943.22	Alphavirus E2 glycoprotein	403	No
AF4_int	PF18875.3	AF4 interaction motif	15	No
Alpha-2-MRAP_N	PF06400.14	"Alpha-2-macroglobulin RAP, N-terminal domain"	123	No
a_DG1_N2	PF18424.4	Alpha-Dystroglycan N-terminal domain 2	123	No
Alpha_kinase	PF02816.21	Alpha-kinase family	185	No
Alpha_L_fucos	PF01120.20	Alpha-L-fucosidase	350	No
Alpha_TIF	PF02232.18	Alpha trans-inducing protein (Alpha-TIF)	343	No
Alph_Pro_TM	PF09608.13	Putative transmembrane protein (Alph_Pro_TM)	227	No
Fungal_lectin_2	PF18647.4	Alpha-galactosyl-binding fungal lectin	102	No
ALS2CR11	PF15729.8	Amyotrophic lateral sclerosis 2 candidate 11	417	No
ALS2CR8	PF15299.9	Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 8	233	No
ASFV_L11L	PF05293.14	African swine fever virus (ASFV) L11L protein	78	No
Herpes_gE_N	PF20418.1	Alphaherpesvirus glycoprotein E N-terminal	129	No
Aft1_HRA	PF11786.11	Aft1 HRA domain	79	No
Aft1_HRR	PF11787.11	Aft1 HRR domain	71	No
AMA-1	PF02430.18	Apical membrane antigen 1	477	No
Amastin	PF07344.14	Amastin surface glycoprotein	155	No
Amdase	PF17645.4	Arylmalonate decarboxylase	217	No
Aft1_OSA	PF11785.11	Aft1 osmotic stress response (OSM) domain	57	No
Amelin	PF05111.15	Ameloblastin precursor (Amelin)	411	No
Amelogenin	PF02948.18	Amelogenin	175	No
Amelotin	PF15757.8	Amelotin	195	No
Agenet	PF05641.15	Agenet domain	61	No
AMH_N	PF04709.15	"Anti-Mullerian hormone, N terminal region"	392	No
Amidase	PF01425.24	Amidase	446	No
AbfB	PF05270.16	Alpha-L-arabinofuranosidase B (ABFB) domain	139	No
Amidase_3	PF01520.21	N-acetylmuramoyl-L-alanine amidase	174	No
Alpha_GJ	PF03229.16	Alphavirus glycoprotein J	126	No
Amidase_6	PF12671.10	Putative amidase domain	164	No
Amidohydro_1	PF01979.23	Amidohydrolase family	348	No
Amidohydro_2	PF04909.17	Amidohydrolase	288	No
Amidohydro_3	PF07969.14	Amidohydrolase family	473	No
Amidoligase_2	PF12224.11	Putative amidoligase enzyme	250	No
Amido_AtzD_TrzD	PF09663.13	Amidohydrolase ring-opening protein (Amido_AtzD_TrzD)	360	No
Agglutinin_C	PF18021.4	Agglutinin C-terminal	93	No
Aminoglyc_resit	PF10706.12	Aminoglycoside-2''-adenylyltransferase	174	No
Aminopep	PF10023.12	Putative aminopeptidase	322	No
Aminotran_1_2	PF00155.24	Aminotransferase class I and II	363	No
Aminotran_3	PF00202.24	Aminotransferase class-III	403	No
Aminotran_4	PF01063.22	Amino-transferase class IV	223	No
Aminotran_5	PF00266.22	Aminotransferase class-V	371	No
Amino_oxidase	PF01593.27	Flavin containing amine oxidoreductase	452	No
AmiS_UreI	PF02293.18	AmiS/UreI family transporter	166	No
Amj	PF10997.11	Alternate to MurJ	253	No
AMMECR1	PF01871.20	AMMECR1	167	No
Ammonium_transp	PF00909.24	Ammonium Transporter Family	399	No
Amnionless	PF14828.9	Amnionless	452	No
AMNp_N	PF10423.12	Bacterial AMP nucleoside phosphorylase N-terminus	154	No
AMO	PF02461.19	Ammonia monooxygenase	238	No
AmoC	PF04896.15	"Ammonia monooxygenase/methane monooxygenase, subunit C"	245	No
Aim19	PF10315.12	Altered inheritance of mitochondria protein 19	118	No
AMP-binding	PF00501.31	AMP-binding enzyme	424	No
Agouti	PF05039.15	Agouti protein	43	No
Atu4866	PF11512.11	Agrobacterium tumefaciens protein Atu4866	75	No
AmpE	PF17113.8	Regulatory signalling modulator protein AmpE	284	No
AIG2_2	PF13772.9	AIG2-like family	83	No
AIMP2_LysRS_bd	PF16780.8	AIMP2 lysyl-tRNA synthetase binding domain	47	No
Alanine_zipper	PF11839.11	"Alanine-zipper, major outer membrane lipoprotein"	69	No
AMP_deaminase	PF19326.2	AMP deaminase	633	No
AltA1	PF16541.8	Alternaria alternata allergen 1	110	No
Alba	PF01918.24	Alba	67	No
Albumin_I_a	PF16720.8	Albumin I chain a	48	No
AmyA-gluTrfs_C	PF09095.14	"Alpha-amylase/4-alpha-glucanotransferase, C-terminal"	284	No
ANAPC1	PF12859.10	Anaphase-promoting complex subunit 1 WD40 beta-propeller domain	295	No
ANAPC10	PF03256.19	"Anaphase-promoting complex, subunit 10 (APC10)"	185	No
Albumin_I	PF08027.14	Albumin I chain b	35	No
ADH_N_assoc	PF13823.9	Alcohol dehydrogenase GroES-associated	23	No
MADF_DNA_bdg	PF10545.12	Alcohol dehydrogenase transcription factor Myb/SANT-like	84	No
ALKBH8_N	PF09004.13	"Alkylated DNA repair protein alkB homolog 8, N-terminal"	42	No
ANAPC4	PF12896.10	"Anaphase-promoting complex, cyclosome, subunit 4"	204	No
Allatostatin	PF05953.15	Allatostatin	11	No
Feld-I_B	PF09252.13	Allergen Fel d I-B chain	67	No
DRY_EERY	PF09750.12	Alternative splicing regulator	134	No
tRNA_edit	PF04073.18	Aminoacyl-tRNA editing domain	123	No
EGF_alliinase	PF04863.16	Alliinase EGF-like domain	55	No
A_amylase_inhib	PF01356.22	Alpha amylase inhibitor	68	No
Androgen_recep	PF02166.19	Androgen receptor	501	No
Anemone_cytotox	PF06369.15	Sea anemone cytotoxic protein	176	No
Arnt_C	PF18583.4	Aminoarabinose transferase C-terminal domain	103	No
AnfO_nitrog	PF09582.13	Iron only nitrogenase protein AnfO (AnfO_nitrog)	190	No
ANF_receptor	PF01094.31	Receptor family ligand binding region	354	No
ANGEL2_N	PF19339.2	Protein angel homolog 2 N-terminal	172	No
Angiomotin_C	PF12240.11	Angiomotin C terminal	201	No
AadA_C	PF18280.4	Aminoglycoside adenyltransferase C-terminal domain	104	No
Alpha-amylase_C	PF02806.21	"Alpha amylase, C-terminal all-beta domain"	96	No
AMP_N	PF05195.19	"Aminopeptidase P, N-terminal domain"	123	No
Toxin_8	PF07365.15	Alpha conotoxin precursor	50	No
ANKH	PF07260.14	Progressive ankylosis protein (ANKH)	344	No
Crystallin	PF00525.21	"Alpha crystallin A chain, N terminal"	56	No
Melibiase_2_C	PF17450.5	Alpha galactosidase A C-terminal beta sandwich domain	86	No
Melibiase_C	PF17801.4	Alpha galactosidase C-terminal beta sandwich domain	71	No
PorB	PF11565.11	Alpha helical Porin B	99	No
Alpha-mann_mid	PF09261.14	Alpha mannosidase middle domain	96	No
AnmK	PF03702.17	Anhydro-N-acetylmuramic acid kinase	366	No
FucT_N	PF18025.4	"Alpha-(1,3)-fucosyltransferase FucT N-terminal domain"	92	No
Antimicrobial17	PF08129.14	Alpha/beta enterocin family	57	Yes
Anoctamin	PF04547.15	Calcium-activated chloride channel	458	No
Anoct_dimer	PF16178.8	"Dimerisation domain of Ca+-activated chloride-channel, anoctamin"	229	No
A2M	PF00207.25	Alpha-2-macroglobulin family	92	No
Toxin_14	PF07829.14	Alpha-A conotoxin PIVA-like protein	26	No
Anp1	PF03452.17	Anp1	264	No
AMOP	PF03782.20	AMOP domain	142	No
Alpha-amy_C_pro	PF09154.13	Alpha-amylase C-terminal	57	No
Alpha-amyl_C2	PF07821.15	Alpha-amylase C-terminal beta-sheet domain	58	No
ANTH	PF07651.19	ANTH domain	277	No
Anthrax-tox_M	PF09156.13	"Anthrax toxin lethal factor, middle domain"	287	No
Anthrax_toxA	PF03497.19	Anthrax toxin LF subunit	176	No
APP_N	PF02177.19	Amyloid A4 N-terminal heparin-binding	100	No
ASRT	PF07100.14	Anabaena sensory rhodopsin transducer	119	No
ANAPC8	PF04049.16	Anaphase promoting complex subunit 8 / Cdc23	140	No
Alpha-amyl_C	PF09071.13	"Alpha-amylase, C terminal"	67	No
Apc1_N	PF19521.2	Anaphase-promoting complex subunit 1 N-terminal	136	No
A_amylase_dom_C	PF09260.14	"Alpha-amylase, domain C"	90	No
AmyA-A_glucT_m	PF09094.14	"Alpha-amylase/4-alpha-glucanotransferase, middle domain"	80	No
Antibiotic_NAT	PF02522.17	Aminoglycoside 3-N-acetyltransferase	230	No
Anticodon_1	PF08264.16	Anticodon-binding domain of tRNA ligase	152	No
ANAPC9	PF12856.10	Anaphase-promoting complex subunit 9	119	No
Anticodon_3	PF19303.2	Anticodon binding domain of methionyl tRNA ligase	152	No
AlphaC_N2	PF17480.5	AlphaC N-terminal domain 2	71	No
AGL_N	PF16338.8	"Alpha-glucosidase, N-terminal"	94	No
Antigen_Bd37	PF11641.11	Glycosylphosphatidylinositol-anchored merozoite surface protein	224	No
Antigen_C	PF16364.8	Cell surface antigen C-terminus	171	No
