#Name	Accession	Description	Length	Related
PRK12289.1	NF008932.0	small ribosomal subunit biogenesis GTPase RsgA	363	No
PRK12292.2-3	NF008940.0	ATP phosphoribosyltransferase regulatory subunit	404	No
PRK12367.1	NF009035.0	short chain dehydrogenase (Provisional)	249	No
PRK12518.1	NF009171.0	RNA polymerase sigma factor (Provisional)	191	No
PRK12519.1	NF009172.0	RNA polymerase sigma factor (Provisional)	194	No
PRK12551.1	NF009203.0	ATP-dependent Clp protease proteolytic subunit (Provisional)	196	No
PRK12552.1	NF009204.0	ATP-dependent Clp protease proteolytic subunit	225	No
PRK12561.1	NF009212.0	NAD(P)H-quinone oxidoreductase subunit 4	531	No
PRK12577.1	NF009227.0	succinate dehydrogenase/fumarate reductase iron-sulfur subunit	330	No
PRK12702.1	NF009342.0	mannosyl-3-phosphoglycerate phosphatase (Provisional)	302	No
PRK12864.1	NF009506.0	YciI-like protein (Provisional)	89	No
PRK12873.1	NF009514.0	4-hydroxybenzoate polyprenyltransferase	297	No
PRK13019.1-3	NF009563.0	ATP-dependent Clp protease adapter ClpS	101	No
PRK13183.1	NF009650.0	photosystem II reaction center protein PsbN	46	No
PRK13216.1	NF009693.0	photosystem I reaction center subunit X-like protein (Provisional)	92	No
PRK13240.1	NF009711.0	photosystem II protein Y	40	No
PRK13245.1	NF009718.0	heterocyst differentiation master regulator HetR	299	No
PRK13247.1	NF009720.0	15,16-dihydrobiliverdin:ferredoxin oxidoreductase	240	No
PRK13249.1	NF009722.0	phycoerythrobilin:ferredoxin oxidoreductase	257	No
PRK13250.1	NF009723.0	phycoerythrobilin:ferredoxin oxidoreductase	248	No
PRK13331.1	NF009871.0	pantothenate kinase	253	No
PRK13396.1	NF009933.0	3-deoxy-7-phosphoheptulonate synthase	352	No
PRK13410.1	NF009946.0	molecular chaperone DnaK	669	No
PRK13411.1	NF009947.0	molecular chaperone DnaK	662	No
PRK13477.1	NF010004.0	bifunctional pantoate--beta-alanine ligase/(d)CMP kinase	514	No
PRK13683.1	NF010236.0	hypothetical protein (Provisional)	88	Yes
PRK13684.1	NF010237.0	photosynthesis system II assembly factor Ycf48	334	No
PRK13686.1	NF010239.0	photosystem II reaction center protein Ycf12	44	No
PRK13922.6-2	NF010527.0	rod shape-determining protein MreC	249	No
PRK13925.1	NF010537.0	ribonuclease HII	200	No
PRK13945.1	NF010551.0	DNA-formamidopyrimidine glycosylase	282	No
PRK14003.1	NF010607.0	K(+)-transporting ATPase subunit C	195	No
PRK14102.1	NF010702.0	nitrogenase-stabilizing/protective protein NifW	108	No
PRK14258.1	NF010851.0	phosphate ABC transporter ATP-binding protein	261	No
PRK14293.1	NF010886.0	molecular chaperone DnaJ	374	No
PRK14360.1	NF010940.0	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	452	No
PRK14500.1	NF011070.0	putative bifunctional molybdopterin-guanine dinucleotide biosynthesis protein MoaC/MobA (Provisional)	358	No
PRK14559.1	NF011149.0	serine/threonine phosphatase	642	No
PRK14619.1	NF011212.0	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	309	No
PRK14831.1	NF011406.0	undecaprenyl pyrophosphate synthase (Provisional)	256	No
PRK14901.1	NF011493.0	16S rRNA (cytosine(967)-C(5))-methyltransferase	447	No
PRK14948.1	NF011510.0	DNA polymerase III subunit gamma/tau	640	No
colliding_TM	NF033183.2	low-complexity tail membrane protein	188	No
cyanoexo_CrtC	NF033464.1	cyanoexosortase C	278	No
PTPA-CTERM	NF033465.1	PTPA-CTERM sorting domain-containing protein	24	No
harvest_ssl1498	NF033486.1	ssl1498 family light-harvesting-like protein	53	No
after_VWA_1	NF033769.1	after-VIT domain-containing protein	90	No
por_somb	NF033921.0	iron uptake porin	485	No
Trp_DH_ScyB	NF035922.1	tryptophan dehydrogenase ScyB	346	No
TPP_ScyA	NF035923.1	scytonemin biosynthesis protein ScyA	623	No
scyF_NHL_VPEP	NF035926.1	scytonemin biosynthesis PEP-CTERM protein ScyF	376	No
TPP_ScyA_rel	NF035927.1	ScyA-related TPP-binding enzyme	551	No
frad	NF037953.1	septal junction protein FraD	304	No
het_cyst_PatD	NF037954.1	heterocyst frequency control protein PatD	116	No
heterocyst_HetZ	NF037963.1	heterocyst differentiation protein HetZ	366	No
HetZ_related	NF037964.1	HetZ-related protein	370	No
HetZ_rel_2	NF037965.1	HetZ-related protein 2	367	No
HetP_family	NF037966.1	HetP family heterocyst commitment protein	63	No
cyano_chori_ly	NF037993.1	chorismate lyase	176	No
CRR6_slr1097	NF038024.1	CRR6 family NdhI maturation factor	151	No
thylak_slr1796	NF038096.1	thylakoid membrane photosystem I accumulation factor	157	No
PEP_CTERM_LEVG	NF038121.1	LEVG family PEP-CTERM protein	258	No
cyan_ocin_like	NF038167.1	CTB family bacteriocin	72	Yes
V_Cas12k	NF038191.1	type V CRISPR-associated protein Cas12k	629	No
V_cas_c2c8	NF038192.1	type V CRISPR-associated protein C2c8	457	No
EPS_HpsP	NF038295.1	hormogonium polysaccharide biosynthesis glycosyltransferase HpsP	388	No
hybrid_HK_HrmK	NF038297.2	hybrid histidine kinase/response regulator HrmK	607	No
EPS_HpsO	NF038298.1	hormogonium polysaccharide biosynthesis glycosyltransferase HpsO	388	No
EPS_HpsN	NF038299.1	hormogonium polysaccharide biosynthesis glycosyltransferase HpsN	317	No
EPS_HpsL	NF038300.1	hormogonium polysaccharide biosynthesis protein HpsL	534	No
EPS_HpsA	NF038301.1	hormogonium polysaccharide biosynthesis protein HpsA	1503	No
EPS_HpsE	NF038302.1	hormogonium polysaccharide biosynthesis glycosyltransferase HpsE	307	No
EPS_HpsB	NF038303.1	hormogonium polysaccharide secretion pseudopilin HpsB	211	No
EPS_HpsC	NF038304.1	hormogonium polysaccharide secretion pseudopilin HpsC	318	No
EPS_acetyl_HpsU	NF038307.1	hormogonium polysaccharide biosynthesis acetyltransferase HpsU	178	No
taxis_HmpF	NF038350.1	pilus motility taxis protein HmpF	553	No
CAS_Csx18	NF040558.1	CRISPR-associated protein Csx18	64	No
recomb_XisF	NF041201.1	fdxN element excision recombinase XisF	465	No
GntT_guanitoxin	NF041358.1	guanitoxin biosynthesis MATE family efflux transporter GntT	438	No
fbt	TIGR00788.1	folate/biopterin family MFS transporter	468	No
2A73	TIGR00947.1	IctB family putative bicarbonate transporter	425	No
cyt_b559_beta	TIGR01333.1	cytochrome b559 subunit beta	43	No
apcB	TIGR01337.1	allophycocyanin subunit beta	167	No
phycocy_alpha	TIGR01338.1	phycocyanin subunit alpha	161	No
phycocy_beta	TIGR01339.1	phycocyanin subunit beta	171	No
ndhF3_CO2	TIGR01960.1	NAD(P)H dehydrogenase, subunit NdhF3 family (Provisional)	606	No
chpXY	TIGR01964.1	CO2 hydration protein	411	No
ChlP	TIGR02028.1	geranylgeranyl reductase	398	No
sir	TIGR02042.1	sulfite reductase, ferredoxin dependent	581	No
ChlG	TIGR02056.1	chlorophyll synthase ChlG	306	No
menA_cyano-plnt	TIGR02235.1	2-carboxy-1,4-naphthoquinone phytyltransferase	285	No
rpoC1_cyan	TIGR02387.1	DNA-directed RNA polymerase subunit gamma	619	No
TIGR02652	TIGR02652.1	TIGR02652 family protein	162	No
circ_KaiB	TIGR02654.1	circadian clock protein KaiB	87	No
ars_reduc_gluta	TIGR02689.1	arsenate reductase, glutathione/glutaredoxin type	126	No
SufR_cyano	TIGR02702.1	iron-sulfur cluster biosynthesis transcriptional regulator SufR	208	No
carot_isom	TIGR02730.1	carotene isomerase	493	No
phytoene_desat	TIGR02731.1	15-cis-phytoene desaturase	453	No
zeta_caro_desat	TIGR02732.1	9,9'-di-cis-zeta-carotene desaturase	474	No
desat_CrtD	TIGR02733.1	C-3',4' desaturase CrtD	492	No
prenyl_cyano	TIGR02749.1	solanesyl diphosphate synthase	322	No
Sig70-cyanoRpoD	TIGR02997.1	RNA polymerase sigma factor, RpoD/SigA family	298	No
PS_antenn_a_b	TIGR03041.1	chlorophyll a/b binding light-harvesting protein	321	No
PS_II_psbQ_bact	TIGR03042.1	photosystem II protein PsbQ	142	No
PS_II_psb27	TIGR03044.1	photosystem II protein Psb27	135	No
PS_II_C550	TIGR03045.1	photosystem II cytochrome c-550	159	No
PS_II_psbV2	TIGR03046.1	photosystem II cytochrome PsbV2	157	No
PS_I_psaK	TIGR03049.1	photosystem I reaction center subunit PsaK	81	No
PS_I_psaI	TIGR03052.1	photosystem I reaction center subunit VIII	31	No
PS_I_psaM	TIGR03053.1	photosystem I reaction center subunit XII	29	No
PS_II_psb29	TIGR03060.1	photosystem II biogenesis protein Psp29	214	No
cyano_FeS_chp	TIGR03279.1	TIGR03279 family radical SAM protein	433	No
photolyase_8HDF	TIGR03556.1	deoxyribodipyrimidine photo-lyase, 8-HDF type	471	No
het_cyc_patell	TIGR03678.1	microcyclamide/patellamide family RiPP	34	No
NtcA_cyano	TIGR03697.1	global nitrogen regulator NtcA	193	No
cyanoexo_CrtA	TIGR03763.1	cyanoexosortase A	260	No
AcACP_reductase	TIGR04058.1	long-chain acyl-[acyl-carrier-protein] reductase	339	No
Ald_deCOase	TIGR04059.1	aldehyde oxygenase (deformylating)	220	No
rSAM_nif11_3	TIGR04103.1	nif11-class peptide radical SAM maturase 3	412	No
cyanosortA_assc	TIGR04153.1	cyanoexosortase A system-associated protein	185	No
cyano_PEP	TIGR04155.1	PEP-CTERM sorting domain-containing protein	27	No
cyanoexo_CrtB	TIGR04156.1	cyanoexosortase B	280	No
orph_peri_GRRM	TIGR04262.1	extracellular substrate binding-like orphan protein GrrP	257	No
TIGR04376	TIGR04376.1	TIGR04376 family protein	189	No
preny_LynF_TruF	TIGR04445.1	LynF/TruF/PatF family peptide O-prenyltransferase	282	No
pren_cyc_PirE	TIGR04446.1	anacyclamide/piricyclamide family prenylated cyclic peptide	51	No
PatC_TenC_TruC	TIGR04447.1	cyanobactin biosynthesis PatC/TenC/TruC family protein	34	No
cyanosortB_assc	TIGR04533.1	cyanoexosortase B system-associated protein	221	No
RIFIN	TIGR01477.1	variant surface antigen, rifin family (Provisional)	356	No
PRK04171.2-1	NF003206.0	ribosome biogenesis protein (Provisional)	229	No
PRK04358.1-6	NF003345.0	hypothetical protein (Provisional)	219	No
OpituPEPCTERM_1	TIGR04254.1	putative globular PEP-CTERM protein	136	No
Osc7112_2153fam	NF040661.1	Osc7112_2153 family protein	75	No
PRK00704.1-4	NF001927.0	photosystem I reaction center protein subunit XI	173	No
PRK10577.2-4	NF007873.0	Fe(3+)-hydroxamate ABC transporter permease FhuB	646	No
PRK03537.2-1	NF002920.0	molybdate ABC transporter substrate-binding protein	314	No
PRK00034.3-4	NF000684.0	Asp-tRNA(Asn) amidotransferase subunit GatC	97	No
PRK00045.4-1	NF000751.1	glutamyl-tRNA reductase	426	No
PRK00045.4-2	NF000752.0	glutamyl-tRNA reductase	412	No
PRK00398.1-1	NF001604.0	DNA-directed RNA polymerase subunit P	48	No
PRK00420.1-1	NF001644.0	hypothetical protein (Provisional)	119	Yes
PRK00431.2-1	NF001665.0	ADP-ribose-binding protein	177	No
PRK00431.2-4	NF001668.0	ADP-ribose-binding protein	220	No
PRK01099.1-4	NF002209.0	DNA-directed RNA polymerase subunit K	87	No
PRK01115.1-3	NF002220.0	DNA polymerase sliding clamp	246	No
PRK03995.1-1	NF003070.0	D-aminoacyl-tRNA deacylase	237	No
PRK04169.1-6	NF003202.0	geranylgeranylglyceryl/heptaprenylglyceryl phosphate synthase	254	No
PRK04171.1-1	NF003203.0	ribosome biogenesis protein (Provisional)	223	No
PRK04195.1-1	NF003226.0	replication factor C large subunit	405	No
PRK04338.1-7	NF003331.0	tRNA (guanine(26)-N(2))-dimethyltransferase	376	No
PRK04447.1-3	NF003370.0	hypothetical protein (Provisional)	347	No
PRK05761.1-1	NF004415.0	DNA-directed DNA polymerase I	883	No
PRK05771.3-2	NF004433.0	V-type ATP synthase subunit I	701	No
PRK05771.3-4	NF004435.0	V-type ATP synthase subunit I	701	No
PRK06073.1-1	NF004726.0	NADH dehydrogenase subunit A (Provisional)	129	No
PRK06073.1-4	NF004728.0	NADH dehydrogenase subunit A (Provisional)	129	No
PRK06074.2-1	NF004734.0	NADH-quinone oxidoreductase subunit C	164	No
PRK06461.1-1	NF005048.0	single-stranded DNA-binding protein (Provisional)	148	No
PRK06461.1-5	NF005051.0	single-stranded DNA-binding protein (Provisional)	146	No
PRK06853.2-1	NF005327.0	indolepyruvate oxidoreductase subunit beta	194	No
PRK08575.1-1	NF006348.0	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (Provisional)	328	No
PRK08575.1-2	NF006349.0	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (Provisional)	323	No
PRK08651.1-1	NF006398.0	succinyl-diaminopimelate desuccinylase (Provisional)	403	No
PRK08651.1-4	NF006401.0	succinyl-diaminopimelate desuccinylase (Provisional)	376	No
PRK09334.1-2	NF006812.0	30S ribosomal protein S25e	109	No
PRK09334.1-4	NF006814.0	30S ribosomal protein S25e	110	No
PRK09400.1-1	NF006906.0	preprotein translocase subunit SecE (Provisional)	62	No
PRK09539.1-1	NF007084.0	tRNA-splicing endonuclease subunit beta (Provisional)	140	No
PRK09539.1-3	NF007086.0	tRNA-splicing endonuclease subunit beta (Provisional)	92	No
PRK09568.1	NF007127.0	DNA primase regulatory subunit PriL	306	No
PRK13149.1-1	NF009627.0	H/ACA RNA-protein complex component Gar1 (Provisional)	90	No
PRK13193.1	NF009672.0	pyroglutamyl-peptidase I	209	No
PRK13278.1-1	NF009778.0	formate--phosphoribosylaminoimidazolecarboxamide ligase	356	No
PRK13574.1	NF010089.0	anthranilate synthase component I	421	No
PRK13576.1	NF010091.0	type I 3-dehydroquinate dehydratase	216	No
PRK13586.1	NF010113.0	1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase	232	No
PRK13598.1	NF010121.0	imidazoleglycerol-phosphate dehydratase	193	No
PRK13696.1-3	NF010251.0	hypothetical protein (Provisional)	84	Yes
PRK13763.1-1	NF010326.0	putative RNA-processing protein (Provisional)	186	No
PRK13768.1-5	NF010342.0	GTPase (Provisional)	255	No
PRK14246.1	NF010840.0	phosphate ABC transporter ATP-binding protein (Provisional)	257	No
PRK14497.1	NF011067.0	putative molybdopterin biosynthesis protein MoeA/unknown domain fusion protein (Provisional)	546	No
PRK14554.1-5	NF011139.0	pseudouridylate synthase	360	No
PRK14555.2-2	NF011144.0	RNA-binding protein	149	No
PRK14560.1-1	NF011150.0	putative RNA-binding protein (Provisional)	155	No
PRK14562.1-1	NF011156.0	haloacid dehalogenase superfamily protein (Provisional)	200	No
PRK14889.1-2	NF011479.0	VKOR family protein (Provisional)	145	No
PRK14896.1-5	NF011489.0	16S ribosomal RNA methyltransferase A	217	No
PRK14938.1	NF011500.0	Ser-tRNA(Thr) hydrolase (Provisional)	387	No
PRK14968.1-2	NF011528.0	putative methyltransferase (Provisional)	205	No
PRK14980.1	NF011549.0	DNA-directed RNA polymerase subunit G	127	No
PRK14981.1-5	NF011553.0	DNA-directed RNA polymerase subunit F	113	No
transpos_ISC774	NF033588.1	IS6 family transposase	195	No
cas_Crn1	NF040581.1	CRISPR-associated ring nuclease Crn1	178	No
HTH_Cbp1	NF040595.1	CRISPR DNA repeat-binding protein Cbp1	135	No
S-lay_SlaA_Mtsph	NF040787.1	S-layer protein SlaA	1357	No
AraD_Arch	NF040866.1	arabinonate dehydratase	372	No
helicase_Hel308	NF040935.1	ATP-dependent DNA helicase Hel308	704	No
hexpp_archaea	NF040936.1	hexaprenyl pyrophosphate synthase	275	No
HerA_Thermprot	NF040937.1	DNA double-strand break repair helicase HerA	487	No
CRSPR_nucase	NF040951.1	CRISPR system ring nuclease	322	No
Arch_Xpf_endonucase	NF040956.1	3'-flap repair endonuclease Xpf	222	No
Arch_PMK	NF040957.1	phosphomevalonate kinase	316	No
GGPP_syn	NF041003.1	geranylgeranyl diphosphate synthase	326	No
cell_div_CdvB1_B2	NF041005.1	cell division protein CdvB1/B2	212	No
cell_div_CdvA	NF041007.1	cell division protein CdvA	235	No
cell_div_CdvB	NF041008.1	cell division protein CdvB	260	No
cell_div_CdvB3	NF041009.1	cell division protein CdvB3	164	No
glycosy_Agl16	NF041010.1	glycosylation protein Agl16	352	No
trans_reg_ArnR	NF041016.1	HTH-type transcriptional activator ArnR	269	No
DNA_import_CedB	NF041017.1	DNA import protein CedB	590	No
Mre11_Sulfo	NF041031.1	DNA double-strand break repair protein Mre11	374	No
NurA_Sulf	NF041033.1	DNA double-strand break repair nuclease NurA	331	No
Rad50_Sulf	NF041034.1	DNA double-strand break repair ATPase Rad50	872	No
S-lay_SlaA_Sulfolob	NF041073.1	S-layer protein SlaA	1462	No
quin_ox_SoxA	NF041074.2	proton pump complex quinol oxidase subunit SoxA	154	No
quin_ox_SoxB	NF041075.1	proton pump complex quinol oxidase subunit SoxB	468	No
cyt_b_SoxC	NF041076.1	proton pump complex cytochrome B SoxC	542	No
tRNAmeth_TrmJ_Sulfolob	NF041077.1	tRNA (cytidine-2'-O-)-methyltransferase TrmJ	229	No
trehalase_H1_Arch	NF041084.1	alpha,alpha-trehalase TreH1	570	No
trehalase_H2_Arch	NF041085.1	alpha,alpha-trehalase TreH2	579	No
Sug_nt_acttase_Thmprot	NF041173.1	bifunctional sugar-1-phosphate nucleotidylyltransferase/acetyltransferase	405	No
GlyK_Thmprot	NF041176.1	glycerate 2-kinase	397	No
Cyp119_Thmprot	NF041177.1	cytochrome P450 Cyp119	368	No
TQO_small_DoxA	NF041178.1	thiosulfate:quinone oxidoreductase small subunit	165	No
sulfolob_CbsA	TIGR03154.1	cytochrome b558/566 subunit A	465	No
sulfolob_CbsB	TIGR03155.1	cytochrome b558/566 subunit B	302	No
soxL2	TIGR03171.1	Rieske iron-sulfur protein SoxL2	321	No
cas_csaX	TIGR03876.1	type I-A CRISPR-associated protein CsaX	281	No
T4SS_lipo_DotD	NF033882.1	type IVB secretion system lipoprotein DotD	143	No
T4SS_DotA	NF033886.1	type IVB secretion system protein DotA	790	No
T4SS_IcmE_DotG	NF033900.0	type IVB secretion system protein DotG/IcmE	1008	No
IcmG_DotF_IVB	NF038218.1	type IVB secretion system protein IcmG/DotF	266	No
IcmV_IVB	NF038219.1	type IVB secretion system protein IcmV	149	No
dot_icm_DotB	TIGR02524.1	Dot/Icm type IV secretion system ATPase DotB	358	No
dot_icm_IcmQ	TIGR02527.1	Dot/Icm secretion system protein IcmQ	179	No
PRK00325.1-1	NF001466.0	poly(beta-D-mannuronate) lyase (Provisional)	320	No
PRK01842.1	NF002502.0	hypothetical protein (Provisional)	150	No
PRK02487.1-4	NF002695.0	heme-degrading domain-containing protein	165	No
PRK03606.1-3	NF002950.0	ureidoglycolate lyase	170	No
PRK05255.2-1	NF003597.0	ribosome-associated protein	203	No
PRK05255.2-4	NF003599.0	ribosome-associated protein	208	No
PRK05379.1-4	NF003787.0	bifunctional nicotinamide-nucleotide adenylyltransferase/Nudix hydroxylase	346	No
PRK05419.2-5	NF003837.0	protein-methionine-sulfoxide reductase heme-binding subunit MsrQ	231	No
PRK06153.2-1	NF004806.0	hypothetical protein (Provisional)	379	No
PRK06183.1-4	NF004830.0	bifunctional 3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase	617	No
PRK06370.1-1	NF004990.0	FAD-containing oxidoreductase	459	No
PRK06948.1	NF005401.0	ribonucleotide reductase-like protein (Provisional)	604	No
PRK06955.1	NF005405.0	biotin--[acetyl-CoA-carboxylase] ligase	300	No
PRK07003.1	NF005423.0	DNA polymerase III subunit gamma/tau	831	No
PRK07608.1-1	NF005786.0	UbiH/UbiF family hydroxylase	393	No
PRK07608.1-2	NF005787.0	UbiH/UbiF family hydroxylase	429	No
PRK07608.1-4	NF005789.0	UbiH/UbiF family hydroxylase	430	No
PRK08869.1-5	NF006470.0	flagellin	388	No
PRK09229.1-1	NF006680.0	formimidoylglutamate deiminase	460	No
PRK09585.1-4	NF007140.0	anhydro-N-acetylmuramic acid kinase	382	No
PRK10577.1-6	NF007869.0	Fe(3+)-hydroxamate ABC transporter permease FhuB	703	No
PRK11114.1-5	NF008326.0	cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB	782	No
PRK11114.2-1	NF008327.0	cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB	845	No
PRK11798.2-4	NF008768.0	ClpXP protease specificity-enhancing factor	173	No
PRK12355.4-1	NF009018.0	conjugal transfer mating pair stabilization protein TraN (Provisional)	485	No
PRK12545.1	NF009197.0	RNA polymerase factor sigma-70	201	No
PRK12697.1	NF009337.1	flagellar basal body L-ring protein FlgH	215	No
PRK12709.1	NF009354.0	flagellar rod assembly protein/muramidase FlgJ (Provisional)	323	No
PRK12712.1	NF009357.0	flagellar rod assembly protein/muramidase FlgJ (Provisional)	344	No
PRK13303.1-1	NF009826.0	aspartate dehydrogenase	273	No
PRK13328.1-3	NF009867.0	type III pantothenate kinase	278	No
PRK13328.1-4	NF009868.0	type III pantothenate kinase	268	No
PRK13547.1	NF010067.0	heme ABC transporter ATP-binding protein	272	No
PRK14101.1	NF010701.0	bifunctional transcriptional regulator/glucokinase	638	No
PRK15446.1-3	NF011982.0	alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase	377	No
LWXIA_domain	NF012230.0	LWXIA domain-containing protein	74	No
PRK06853.2-4	NF005329.0	indolepyruvate oxidoreductase subunit beta	175	No
PRK09585.3-1	NF007147.0	anhydro-N-acetylmuramic acid kinase	393	No
PRK13825.1-1	NF010397.0	conjugal transfer protein TraB (Provisional)	436	No
PRK14505.1	NF011075.0	bifunctional photosynthetic reaction center subunit L/M (Provisional)	643	No
PRK00192.1-1	NF001215.0	mannosyl-3-phosphoglycerate phosphatase (Provisional)	265	No
PRK00704.1-1	NF001925.0	photosystem I reaction center protein subunit XI	199	No
PRK00704.1-5	NF001928.0	photosystem I reaction center protein subunit XI	187	No
PRK02561.1-1	NF002717.0	cytochrome b559 subunit beta, long form	97	No
